"","Source","Target","edgelist2$f_tot"
"5665",62,159,6
"5666",62,42,2
"5667",62,40,78
"5668",62,81,94
"5669",62,53,11
"5670",62,33,10
"5671",62,43,2
"5672",62,178,4
"5673",62,111,6
"5674",62,64,1
"5675",62,82,4
"5676",62,147,8
"5677",62,110,2
"5678",62,92,38
"5679",62,99,6
"5680",62,164,7
"5681",62,22,4
"5682",62,207,2
"5683",62,63,2
"5684",85,62,932
"5685",18,62,3012
"5686",30,62,2526
"5687",15,62,2078
"5688",27,62,1616
"5689",32,62,2102
"5690",33,62,146
"5691",20,62,3040
"5692",96,62,2052
"5693",35,62,468
"5694",21,62,856
"5695",50,62,1306
"5696",45,62,592
"5697",161,62,8
"5698",58,62,1527
"5699",87,62,84
"5700",36,62,2740
"5701",40,62,248
"5702",76,62,10
"5703",89,62,164
"5704",113,62,440
"5705",154,62,86
"5706",118,62,172
"5707",66,62,860
"5708",67,62,200
"5709",99,62,24
"5710",88,62,316
"5711",43,62,158
"5712",81,62,106
"5713",86,62,244
"5714",101,62,26
"5715",26,62,58
"5716",53,62,66
"5717",16,62,56
"5718",42,62,64
"5719",93,62,20
"5720",54,62,62
"5721",72,62,112
"5722",39,62,52
"5723",142,62,32
"5724",94,62,110
"5725",31,62,82
"5726",173,62,52
"5727",59,62,32
"5728",77,62,106
"5729",82,62,14
"5730",65,62,26
"5731",48,62,14
"5732",147,62,34
"5733",69,62,2
"5734",114,62,40
"5735",178,62,72
"5736",127,62,22
"5737",207,62,4
"5738",146,62,34
"5739",97,62,28
"5740",60,62,6
"5741",104,62,214
"5742",79,62,2
"5743",162,62,44
"5744",124,62,12
"5745",177,62,6
"5746",169,62,20
"5747",165,62,6
"5748",152,62,4
"5749",130,62,6
"5750",122,62,10
"5751",202,62,12
"5752",19,62,8
"5753",110,62,6
"5754",92,62,4
"5755",159,62,6
"5756",102,62,4
"5757",83,62,74
"5758",174,62,2
"5759",34,62,38
"5760",44,62,4
"5761",153,62,2
"5762",63,62,2
"5763",155,62,2
"5764",195,62,2
"5765",22,62,2
"5766",76,18,208
"5767",76,20,26
"5768",76,81,8
"5769",44,18,306
"5770",126,18,12
"5771",76,40,118
"5772",76,16,2
"5773",76,15,18
"5774",76,50,44
"5775",76,178,30
"5776",44,53,5
"5777",76,67,8
"5778",76,106,6
"5779",76,53,7
"5780",44,20,4
"5781",44,177,2
"5782",44,69,6
"5783",44,99,26
"5784",44,112,4
"5785",76,118,2
"5786",76,36,34
"5787",44,21,12
"5788",76,99,6
"5789",44,102,2
"5790",76,35,26
"5791",76,111,12
"5792",44,82,4
"5793",44,35,2
"5794",44,16,4
"5795",76,87,6
"5796",76,27,4
"5797",76,82,4
"5798",76,96,6
"5799",76,164,4
"5800",44,92,2
"5801",44,40,48
"5802",76,154,2
"5803",76,64,1
"5804",44,164,3
"5805",44,38,2
"5806",44,111,8
"5807",44,55,16
"5808",76,5,2
"5809",76,112,2
"5810",76,126,6
"5811",44,81,2
"5812",44,110,2
"5813",44,154,2
"5814",44,31,2
"5815",44,155,6
"5816",44,30,2
"5817",126,40,2
"5818",99,177,18
"5819",15,177,16
"5820",30,65,1760
"5821",35,58,56
"5822",96,58,506
"5823",30,58,862
"5824",20,65,536
"5825",39,177,2
"5826",15,58,318
"5827",32,65,362
"5828",55,65,50
"5829",27,58,410
"5830",32,58,496
"5831",45,65,46
"5832",21,58,1386
"5833",21,65,306
"5834",96,177,290
"5835",18,58,716
"5836",118,58,6
"5837",20,58,509
"5838",50,58,98
"5839",36,58,1132
"5840",40,65,348
"5841",36,65,996
"5842",20,177,191
"5843",36,177,102
"5844",27,65,222
"5845",30,177,24
"5846",88,58,22
"5847",77,58,52
"5848",66,58,74
"5849",18,65,556
"5850",35,65,100
"5851",18,177,52
"5852",88,65,2
"5853",42,58,6
"5854",42,65,28
"5855",42,177,32
"5856",21,177,142
"5857",86,58,26
"5858",85,65,204
"5859",111,65,50
"5860",101,65,2
"5861",67,177,6
"5862",66,65,46
"5863",58,65,153
"5864",33,58,12
"5865",22,58,34
"5866",173,177,16
"5867",45,58,84
"5868",178,177,4
"5869",16,177,2
"5870",81,65,10
"5871",26,58,16
"5872",50,177,8
"5873",16,58,6
"5874",26,65,10
"5875",110,58,6
"5876",35,177,72
"5877",154,58,28
"5878",50,65,76
"5879",92,65,12
"5880",64,65,8
"5881",69,58,4
"5882",54,58,32
"5883",33,65,10
"5884",16,65,6
"5885",83,58,26
"5886",127,58,16
"5887",73,58,4
"5888",43,58,20
"5889",43,65,16
"5890",67,65,24
"5891",114,65,4
"5892",65,58,2
"5893",53,177,2
"5894",79,65,2
"5895",58,177,15
"5896",74,177,4
"5897",31,65,4
"5898",15,65,34
"5899",164,65,20
"5900",111,58,4
"5901",68,58,2
"5902",82,65,2
"5903",94,58,70
"5904",190,65,2
"5905",146,65,6
"5906",153,65,8
"5907",207,177,4
"5908",19,58,18
"5909",19,65,16
"5910",123,65,2
"5911",53,58,2
"5912",178,58,40
"5913",127,65,2
"5914",31,58,6
"5915",40,58,40
"5916",64,58,2
"5917",82,177,2
"5918",67,58,400
"5919",85,58,216
"5920",77,65,4
"5921",152,58,4
"5922",174,65,6
"5923",73,65,2
"5924",96,65,24
"5925",48,177,2
"5926",104,58,18
"5927",164,58,2
"5928",81,58,14
"5929",54,177,30
"5930",110,65,4
"5931",152,65,4
"5932",202,58,2
"5933",83,65,12
"5934",95,65,2
"5935",97,58,2
"5936",69,65,6
"5937",159,65,4
"5938",72,65,4
"5939",178,65,8
"5940",142,58,2
"5941",155,65,2
"5942",97,65,2
"5943",87,58,2
"5944",169,65,2
"5945",153,58,6
"5946",38,152,3
"5947",92,18,644
"5948",92,35,134
"5949",92,81,44
"5950",92,20,69
"5951",92,16,20
"5952",38,18,2
"5953",92,154,8
"5954",92,50,208
"5955",38,35,28
"5956",92,21,56
"5957",92,96,114
"5958",92,195,4
"5959",92,36,98
"5960",92,152,27
"5961",92,30,10
"5962",92,32,42
"5963",92,159,20
"5964",92,118,18
"5965",92,87,15
"5966",92,15,42
"5967",38,44,6
"5968",92,123,22
"5969",92,53,25
"5970",92,173,4
"5971",92,112,12
"5972",92,33,4
"5973",92,39,4
"5974",92,64,2
"5975",92,48,6
"5976",92,66,4
"5977",38,21,2
"5978",92,44,8
"5979",92,82,6
"5980",92,67,4
"5981",92,124,4
"5982",92,114,12
"5983",92,178,2
"5984",92,69,2
"5985",92,207,4
"5986",92,99,2
"5987",92,202,4
"5988",152,92,44
"5989",18,36,4388
"5990",30,36,2172
"5991",32,92,68
"5992",106,36,6
"5993",21,36,1724
"5994",32,36,1330
"5995",30,92,178
"5996",35,38,98
"5997",67,36,408
"5998",15,36,1766
"5999",31,36,98
"6000",20,36,3063
"6001",30,44,432
"6002",66,36,810
"6003",174,36,96
"6004",33,36,210
"6005",27,44,10
"6006",64,36,54
"6007",154,92,6
"6008",86,36,356
"6009",40,36,398
"6010",42,36,250
"6011",21,44,338
"6012",207,92,6
"6013",43,36,354
"6014",81,36,426
"6015",101,44,2
"6016",50,92,168
"6017",27,36,960
"6018",69,36,820
"6019",21,76,44
"6020",16,36,20
"6021",79,36,6
"6022",202,36,76
"6023",40,76,180
"6024",58,92,745
"6025",18,92,1544
"6026",58,36,1589
"6027",89,36,208
"6028",197,36,36
"6029",20,44,93
"6030",20,92,530
"6031",35,92,134
"6032",36,92,1352
"6033",20,126,128
"6034",20,76,239
"6035",36,76,420
"6036",164,36,90
"6037",102,36,30
"6038",93,36,48
"6039",48,36,34
"6040",147,36,200
"6041",72,36,122
"6042",73,36,10
"6043",53,36,204
"6044",77,36,232
"6045",169,36,68
"6046",35,76,46
"6047",15,92,48
"6048",31,92,36
"6049",88,36,384
"6050",118,36,74
"6051",18,38,4
"6052",50,76,48
"6053",25,36,8
"6054",42,44,10
"6055",42,92,18
"6056",111,76,140
"6057",81,92,12
"6058",39,36,42
"6059",94,36,210
"6060",85,92,16
"6061",27,92,8
"6062",30,76,254
"6063",45,36,24
"6064",32,44,42
"6065",232,44,2
"6066",99,36,24
"6067",85,76,4
"6068",97,92,2
"6069",18,44,230
"6070",83,36,44
"6071",129,36,4
"6072",21,92,1738
"6073",96,92,572
"6074",87,38,2
"6075",104,36,90
"6076",142,36,156
"6077",159,92,18
"6078",114,76,4
"6079",127,36,28
"6080",151,36,8
"6081",97,36,34
"6082",15,44,16
"6083",162,36,18
"6084",33,92,26
"6085",59,36,14
"6086",63,36,30
"6087",16,44,18
"6088",54,36,70
"6089",85,36,56
"6090",22,92,216
"6091",173,92,2
"6092",82,92,20
"6093",111,36,96
"6094",161,36,116
"6095",110,36,14
"6096",65,36,24
"6097",146,36,18
"6098",88,44,20
"6099",66,92,16
"6100",127,126,4
"6101",86,76,16
"6102",43,92,4
"6103",32,76,4
"6104",87,44,2
"6105",43,76,46
"6106",65,92,4
"6107",26,36,18
"6108",18,76,48
"6109",67,92,12
"6110",36,126,138
"6111",27,76,46
"6112",99,44,18
"6113",53,92,24
"6114",65,44,6
"6115",87,92,6
"6116",130,36,10
"6117",81,76,12
"6118",86,44,6
"6119",53,76,14
"6120",58,76,507
"6121",30,126,20
"6122",82,44,2
"6123",115,36,12
"6124",123,36,8
"6125",118,92,16
"6126",124,92,10
"6127",45,92,8
"6128",96,44,4
"6129",217,36,88
"6130",40,126,128
"6131",111,126,48
"6132",35,44,10
"6133",18,126,12
"6134",220,36,6
"6135",58,44,402
"6136",156,36,270
"6137",96,126,692
"6138",146,44,2
"6139",118,44,14
"6140",94,92,8
"6141",77,44,6
"6142",130,126,8
"6143",114,36,10
"6144",15,76,12
"6145",79,44,4
"6146",43,44,10
"6147",39,92,2
"6148",154,44,4
"6149",89,92,2
"6150",95,36,2
"6151",45,44,6
"6152",122,44,2
"6153",75,44,2
"6154",153,36,16
"6155",154,36,2
"6156",35,36,6
"6157",96,76,26
"6158",74,36,12
"6159",77,92,12
"6160",112,36,8
"6161",101,36,12
"6162",112,76,2
"6163",96,38,4
"6164",87,76,10
"6165",19,44,2
"6166",152,36,6
"6167",177,44,6
"6168",164,76,20
"6169",106,76,8
"6170",53,44,2
"6171",50,44,2
"6172",118,126,14
"6173",74,76,2
"6174",79,92,2
"6175",112,92,2
"6176",75,76,2
"6177",132,36,2
"6178",26,44,2
"6179",19,36,22
"6180",127,76,4
"6181",40,44,8
"6182",50,36,6
"6183",72,44,2
"6184",58,126,80
"6185",21,126,30
"6186",202,92,6
"6187",154,76,2
"6188",202,76,4
"6189",160,36,8
"6190",122,36,14
"6191",114,92,36
"6192",31,44,2
"6193",101,92,2
"6194",59,92,2
"6195",122,92,2
"6196",65,126,4
"6197",39,76,4
"6198",81,126,8
"6199",174,92,6
"6200",45,76,4
"6201",21,38,2
"6202",20,38,4
"6203",95,92,2
"6204",36,38,22
"6205",142,126,2
"6206",110,44,2
"6207",33,44,2
"6208",177,36,4
"6209",82,76,2
"6210",50,126,4
"6211",164,126,4
"6212",82,38,2
"6213",154,126,24
"6214",155,126,2
"6215",82,126,2
"6216",33,76,6
"6217",109,36,2
"6218",178,92,6
"6219",152,38,2
"6220",63,126,2
"6221",68,36,6
"6222",65,18,2008
"6223",65,16,20
"6224",65,75,4
"6225",65,96,10
"6226",65,20,262
"6227",65,21,722
"6228",65,40,176
"6229",65,35,158
"6230",65,15,422
"6231",65,85,9
"6232",65,32,420
"6233",65,152,27
"6234",65,110,68
"6235",65,99,10
"6236",65,66,2
"6237",65,27,36
"6238",65,77,12
"6239",65,111,60
"6240",65,156,10
"6241",65,50,2
"6242",65,159,14
"6243",65,31,8
"6244",65,30,18
"6245",65,69,6
"6246",65,118,2
"6247",65,48,3
"6248",65,53,6
"6249",65,154,4
"6250",65,114,4
"6251",65,73,22
"6252",65,132,2
"6253",65,155,57
"6254",65,164,5
"6255",65,129,4
"6256",65,101,4
"6257",65,67,8
"6258",65,64,2
"6259",65,109,4
"6260",65,161,2
"6261",65,81,4
"6262",177,16,6
"6263",177,99,32
"6264",177,15,36
"6265",177,21,4
"6266",177,20,30
"6267",177,18,74
"6268",177,152,24
"6269",177,82,18
"6270",177,178,2
"6271",177,96,8
"6272",177,35,18
"6273",177,53,1
"6274",177,110,2
"6275",177,50,12
"6276",177,66,1
"6277",36,20,9751
"6278",36,15,6804
"6279",36,66,2354
"6280",36,164,1053
"6281",36,53,3336
"6282",36,18,14318
"6283",36,174,1074
"6284",36,64,151
"6285",36,40,3806
"6286",36,81,3318
"6287",36,147,288
"6288",36,32,3404
"6289",36,39,80
"6290",36,30,1278
"6291",36,5,795
"6292",36,154,482
"6293",36,111,1930
"6294",36,112,2026
"6295",36,63,1650
"6296",36,34,138
"6297",36,169,746
"6298",36,200,128
"6299",36,122,84
"6300",36,161,880
"6301",36,31,122
"6302",36,67,1846
"6303",36,27,1464
"6304",36,171,22
"6305",36,109,708
"6306",36,99,864
"6307",36,16,266
"6308",36,155,597
"6309",36,48,408
"6310",36,77,300
"6311",36,85,783
"6312",36,198,111
"6313",36,110,2342
"6314",36,68,28
"6315",36,102,236
"6316",36,69,2628
"6317",36,118,3322
"6318",36,202,844
"6319",36,93,372
"6320",36,33,664
"6321",36,21,1068
"6322",36,130,252
"6323",36,74,98
"6324",36,106,342
"6325",36,97,38
"6326",36,216,222
"6327",36,115,114
"6328",36,156,34
"6329",36,54,12
"6330",36,43,28
"6331",36,190,58
"6332",36,45,18
"6333",36,233,6
"6334",36,73,84
"6335",36,238,18
"6336",36,153,26
"6337",36,173,2
"6338",36,25,12
"6339",36,142,52
"6340",36,19,99
"6341",36,114,66
"6342",36,124,464
"6343",36,127,16
"6344",36,217,328
"6345",36,75,16
"6346",36,101,40
"6347",36,134,18
"6348",36,137,2
"6349",36,94,24
"6350",36,213,14
"6351",36,88,12
"6352",36,199,20
"6353",36,132,32
"6354",36,83,4
"6355",36,42,4
"6356",36,86,18
"6357",36,220,2
"6358",36,35,18
"6359",36,187,4
"6360",36,146,12
"6361",36,129,10
"6362",36,72,2
"6363",36,243,144
"6364",36,160,6
"6365",36,239,2
"6366",36,26,6
"6367",36,235,2
"6368",36,95,8
"6369",36,60,4
"6370",36,223,2
"6371",96,79,18
"6372",35,79,260
"6373",21,154,342
"6374",18,79,6
"6375",100,79,4
"6376",83,154,10
"6377",88,79,18
"6378",20,154,296
"6379",58,154,461
"6380",35,154,90
"6381",127,154,28
"6382",111,154,74
"6383",50,154,106
"6384",30,154,88
"6385",114,154,8
"6386",18,154,58
"6387",50,79,12
"6388",40,154,112
"6389",110,154,64
"6390",130,154,12
"6391",159,79,2
"6392",96,154,664
"6393",33,154,4
"6394",173,154,4
"6395",27,154,22
"6396",66,154,4
"6397",22,154,2
"6398",21,79,6
"6399",85,79,2
"6400",20,79,2
"6401",99,154,2
"6402",164,154,10
"6403",152,79,2
"6404",32,154,4
"6405",104,154,20
"6406",87,79,6
"6407",15,154,6
"6408",81,154,4
"6409",94,154,2
"6410",155,154,2
"6411",124,154,2
"6412",15,79,2
"6413",115,154,2
"6414",15,66,1075
"6415",15,69,1464
"6416",15,18,4818
"6417",15,21,180
"6418",15,67,54
"6419",15,32,1018
"6420",15,30,800
"6421",15,35,1500
"6422",15,53,194
"6423",15,142,2
"6424",190,134,2
"6425",190,18,1490
"6426",15,27,318
"6427",15,96,354
"6428",15,85,204
"6429",15,20,1486
"6430",15,50,370
"6431",15,88,2
"6432",15,81,102
"6433",15,40,178
"6434",15,63,20
"6435",15,99,68
"6436",15,48,39
"6437",15,26,75
"6438",15,87,33
"6439",15,110,42
"6440",15,169,2
"6441",15,114,4
"6442",15,33,312
"6443",15,16,144
"6444",190,196,20
"6445",15,152,57
"6446",15,82,38
"6447",190,16,2
"6448",15,174,40
"6449",15,155,51
"6450",15,93,4
"6451",15,153,10
"6452",190,26,3
"6453",190,173,2
"6454",190,35,20
"6455",15,213,38
"6456",15,22,6
"6457",15,45,26
"6458",15,68,22
"6459",190,101,22
"6460",15,111,30
"6461",190,21,24
"6462",15,231,2
"6463",15,112,34
"6464",15,202,2
"6465",15,178,2
"6466",15,43,2
"6467",190,129,56
"6468",15,42,4
"6469",15,25,6
"6470",190,100,2
"6471",15,118,44
"6472",15,161,40
"6473",15,73,40
"6474",15,164,17
"6475",190,114,88
"6476",190,66,3
"6477",15,102,6
"6478",15,77,3
"6479",15,19,3
"6480",15,64,1
"6481",15,31,2
"6482",190,30,20
"6483",15,54,8
"6484",15,75,2
"6485",190,50,20
"6486",190,40,8
"6487",15,173,18
"6488",15,55,6
"6489",15,106,3
"6490",15,159,2
"6491",15,195,2
"6492",79,35,644
"6493",79,152,27
"6494",79,50,28
"6495",79,96,48
"6496",79,87,18
"6497",154,112,2
"6498",79,20,4
"6499",79,18,44
"6500",79,21,22
"6501",154,40,140
"6502",154,18,254
"6503",154,15,214
"6504",154,20,45
"6505",154,111,196
"6506",154,63,14
"6507",154,164,53
"6508",154,110,78
"6509",154,127,4
"6510",154,30,18
"6511",154,155,72
"6512",154,96,6
"6513",154,69,130
"6514",154,118,26
"6515",154,35,36
"6516",154,161,2
"6517",154,67,16
"6518",154,27,14
"6519",154,66,31
"6520",154,50,8
"6521",154,173,16
"6522",154,130,6
"6523",79,77,3
"6524",79,110,4
"6525",154,207,6
"6526",79,82,6
"6527",154,115,14
"6528",79,159,6
"6529",79,85,6
"6530",154,53,8
"6531",79,33,2
"6532",154,82,2
"6533",79,81,2
"6534",79,53,1
"6535",154,21,22
"6536",79,88,4
"6537",79,32,2
"6538",154,202,4
"6539",154,156,2
"6540",154,81,102
"6541",154,104,18
"6542",154,32,16
"6543",154,106,3
"6544",154,250,2
"6545",86,190,12
"6546",83,190,2
"6547",20,190,189
"6548",18,190,312
"6549",30,190,450
"6550",130,190,2
"6551",72,190,8
"6552",26,190,2
"6553",151,190,2
"6554",77,190,4
"6555",85,190,2
"6556",35,190,2
"6557",50,190,4
"6558",129,190,10
"6559",96,190,12
"6560",67,190,2
"6561",30,15,7264
"6562",88,15,1896
"6563",85,15,4488
"6564",32,15,3178
"6565",18,15,10548
"6566",22,15,330
"6567",66,15,2836
"6568",35,15,2408
"6569",67,15,790
"6570",33,15,1000
"6571",20,15,2760
"6572",174,15,56
"6573",96,15,1244
"6574",53,15,308
"6575",142,15,40
"6576",86,15,572
"6577",21,15,2034
"6578",114,15,128
"6579",58,15,3889
"6580",50,15,1584
"6581",45,15,1128
"6582",27,15,7068
"6583",69,15,3710
"6584",77,15,2606
"6585",118,15,312
"6586",202,15,192
"6587",94,15,302
"6588",73,15,92
"6589",40,15,102
"6590",162,15,152
"6591",113,15,602
"6592",127,15,40
"6593",31,15,12
"6594",82,15,50
"6595",173,15,66
"6596",93,15,100
"6597",233,15,4
"6598",16,15,1448
"6599",89,15,322
"6600",83,15,122
"6601",81,15,76
"6602",39,15,86
"6603",63,15,70
"6604",207,15,26
"6605",101,15,62
"6606",54,15,138
"6607",178,15,34
"6608",72,15,220
"6609",43,15,130
"6610",26,15,280
"6611",42,15,78
"6612",214,15,12
"6613",99,15,44
"6614",25,15,6
"6615",48,15,194
"6616",213,15,240
"6617",111,15,2
"6618",87,15,64
"6619",104,15,86
"6620",130,15,16
"6621",59,15,12
"6622",152,15,22
"6623",60,15,12
"6624",115,15,10
"6625",64,15,14
"6626",102,15,18
"6627",112,15,8
"6628",110,15,14
"6629",146,15,22
"6630",159,15,40
"6631",97,15,4
"6632",122,15,14
"6633",19,15,24
"6634",165,15,36
"6635",161,15,38
"6636",153,15,18
"6637",68,15,2
"6638",151,15,2
"6639",195,15,8
"6640",169,15,4
"6641",55,15,10
"6642",155,15,2
"6643",123,15,4
"6644",112,18,156
"6645",111,18,174
"6646",160,16,54
"6647",114,35,214
"6648",114,16,6
"6649",114,18,770
"6650",111,40,372
"6651",111,164,115
"6652",111,130,112
"6653",112,118,10
"6654",112,202,64
"6655",112,40,32
"6656",114,101,8
"6657",112,96,10
"6658",112,35,30
"6659",112,16,4
"6660",112,81,34
"6661",74,195,10
"6662",74,53,24
"6663",74,18,114
"6664",114,50,44
"6665",112,20,17
"6666",114,96,272
"6667",114,32,40
"6668",111,137,38
"6669",111,106,84
"6670",111,127,6
"6671",111,216,6
"6672",111,102,60
"6673",114,99,6
"6674",111,110,354
"6675",111,63,46
"6676",111,155,48
"6677",114,152,21
"6678",160,18,92
"6679",112,152,21
"6680",114,21,62
"6681",111,5,4
"6682",111,35,68
"6683",112,53,21
"6684",74,67,26
"6685",112,74,40
"6686",114,20,18
"6687",111,45,16
"6688",111,85,12
"6689",114,142,6
"6690",111,21,10
"6691",114,173,2
"6692",114,233,1
"6693",114,110,2
"6694",74,112,108
"6695",111,169,40
"6696",112,67,2
"6697",74,50,30
"6698",111,104,2
"6699",111,20,81
"6700",114,111,2
"6701",112,50,10
"6702",112,82,2
"6703",114,82,10
"6704",114,127,8
"6705",114,40,14
"6706",111,50,6
"6707",111,171,14
"6708",112,195,2
"6709",74,87,9
"6710",111,96,92
"6711",74,20,3
"6712",114,88,6
"6713",114,87,6
"6714",112,174,2
"6715",111,53,3
"6716",74,202,10
"6717",112,99,4
"6718",74,82,12
"6719",74,40,18
"6720",74,35,2
"6721",74,42,2
"6722",74,99,6
"6723",74,64,4
"6724",74,124,4
"6725",112,207,2
"6726",114,30,28
"6727",112,164,3
"6728",111,32,10
"6729",114,123,8
"6730",114,72,6
"6731",111,115,44
"6732",111,118,4
"6733",114,43,4
"6734",74,152,18
"6735",74,207,10
"6736",74,118,8
"6737",114,134,18
"6738",114,69,42
"6739",114,66,8
"6740",111,81,8
"6741",111,27,4
"6742",112,124,2
"6743",111,202,2
"6744",114,27,6
"6745",111,66,1
"6746",74,200,1
"6747",74,16,4
"6748",74,81,2
"6749",112,110,2
"6750",111,87,3
"6751",111,156,2
"6752",112,200,2
"6753",74,164,1
"6754",74,68,2
"6755",111,69,2
"6756",160,48,3
"6757",74,159,2
"6758",114,106,3
"6759",53,112,402
"6760",31,112,4
"6761",30,112,198
"6762",40,112,446
"6763",202,112,176
"6764",220,114,6
"6765",21,114,104
"6766",20,114,43
"6767",20,112,655
"6768",50,112,46
"6769",67,112,122
"6770",18,112,52
"6771",43,114,8
"6772",30,114,266
"6773",66,112,6
"6774",18,114,86
"6775",99,114,4
"6776",96,112,1144
"6777",40,114,12
"6778",169,114,2
"6779",101,114,4
"6780",35,114,50
"6781",85,114,2
"6782",152,112,16
"6783",35,112,50
"6784",118,112,56
"6785",21,112,36
"6786",27,114,34
"6787",85,112,20
"6788",127,112,2
"6789",27,112,36
"6790",26,114,2
"6791",153,112,2
"6792",164,112,12
"6793",146,114,2
"6794",31,114,6
"6795",106,112,2
"6796",81,112,40
"6797",96,114,122
"6798",123,114,6
"6799",58,112,90
"6800",127,114,4
"6801",142,114,4
"6802",42,114,8
"6803",42,112,6
"6804",99,112,2
"6805",32,112,32
"6806",174,112,2
"6807",32,114,4
"6808",73,112,2
"6809",159,112,2
"6810",48,114,110
"6811",147,112,4
"6812",97,114,2
"6813",200,112,2
"6814",82,114,2
"6815",64,114,2
"6816",35,111,452
"6817",127,111,58
"6818",20,111,859
"6819",86,111,10
"6820",40,111,1010
"6821",18,111,464
"6822",32,111,312
"6823",30,111,330
"6824",58,111,645
"6825",18,160,2
"6826",50,111,224
"6827",96,111,1530
"6828",45,111,28
"6829",43,111,10
"6830",73,111,22
"6831",130,111,14
"6832",142,111,40
"6833",21,111,638
"6834",27,111,242
"6835",20,160,2
"6836",164,111,110
"6837",53,111,8
"6838",20,74,57
"6839",173,111,4
"6840",202,111,4
"6841",118,111,22
"6842",35,74,8
"6843",66,74,4
"6844",69,111,12
"6845",66,111,6
"6846",110,111,110
"6847",63,111,10
"6848",155,111,78
"6849",106,111,4
"6850",26,111,10
"6851",102,111,4
"6852",96,74,102
"6853",89,111,18
"6854",106,74,2
"6855",53,74,14
"6856",27,74,6
"6857",169,111,2
"6858",85,74,2
"6859",207,111,86
"6860",104,111,54
"6861",85,111,50
"6862",42,74,4
"6863",30,74,8
"6864",171,111,4
"6865",33,111,22
"6866",153,111,4
"6867",115,111,2
"6868",87,111,20
"6869",18,74,6
"6870",72,111,2
"6871",101,111,4
"6872",81,111,2
"6873",83,111,52
"6874",77,111,14
"6875",58,74,24
"6876",40,74,4
"6877",22,111,2
"6878",147,111,2
"6879",159,99,16
"6880",153,18,596
"6881",115,50,2
"6882",63,18,158
"6883",159,18,82
"6884",159,53,65
"6885",178,18,52
"6886",159,21,4
"6887",195,159,2
"6888",178,20,165
"6889",178,40,34
"6890",115,18,18
"6891",63,20,14
"6892",159,20,26
"6893",178,27,14
"6894",34,18,36
"6895",214,32,96
"6896",195,82,2
"6897",115,27,4
"6898",195,96,2
"6899",153,33,108
"6900",195,53,33
"6901",63,30,98
"6902",234,21,28
"6903",63,164,17
"6904",63,40,48
"6905",115,40,50
"6906",63,67,4
"6907",214,18,64
"6908",159,118,94
"6909",195,18,46
"6910",115,130,8
"6911",195,118,44
"6912",115,30,4
"6913",63,35,66
"6914",115,207,2
"6915",115,69,2
"6916",153,110,44
"6917",115,66,1
"6918",153,35,22
"6919",153,16,20
"6920",153,30,12
"6921",153,40,18
"6922",153,67,8
"6923",159,5,7
"6924",214,16,2
"6925",153,66,12
"6926",195,20,24
"6927",195,169,2
"6928",153,96,2
"6929",63,124,24
"6930",115,164,1
"6931",115,35,14
"6932",115,64,1
"6933",153,69,6
"6934",153,152,3
"6935",115,152,15
"6936",159,69,14
"6937",178,169,12
"6938",178,110,4
"6939",153,32,46
"6940",63,81,4
"6941",159,40,2
"6942",178,53,7
"6943",195,21,8
"6944",214,63,2
"6945",63,50,2
"6946",153,169,6
"6947",153,27,10
"6948",63,87,9
"6949",195,99,4
"6950",159,66,2
"6951",159,81,4
"6952",178,66,3
"6953",178,69,10
"6954",159,174,2
"6955",63,21,4
"6956",214,35,2
"6957",115,102,10
"6958",178,21,4
"6959",234,66,2
"6960",178,30,24
"6961",178,32,18
"6962",63,45,2
"6963",63,96,8
"6964",234,18,2
"6965",195,35,4
"6966",115,82,2
"6967",63,66,1
"6968",153,20,4
"6969",178,81,8
"6970",214,21,2
"6971",159,124,4
"6972",159,32,12
"6973",195,152,6
"6974",195,66,3
"6975",115,22,2
"6976",153,48,3
"6977",153,50,2
"6978",159,164,2
"6979",159,75,4
"6980",178,67,6
"6981",178,161,2
"6982",178,153,2
"6983",178,102,2
"6984",30,159,124
"6985",86,178,34
"6986",30,63,88
"6987",30,178,52
"6988",53,159,176
"6989",42,195,94
"6990",42,178,54
"6991",21,63,312
"6992",43,195,152
"6993",86,159,14
"6994",20,63,649
"6995",40,178,48
"6996",58,195,339
"6997",50,63,118
"6998",173,63,6
"6999",20,34,18
"7000",20,214,32
"7001",20,195,288
"7002",18,195,84
"7003",20,178,141
"7004",27,178,36
"7005",20,159,424
"7006",20,115,121
"7007",30,34,8
"7008",30,195,98
"7009",21,178,66
"7010",53,195,134
"7011",40,63,154
"7012",66,153,12
"7013",77,178,4
"7014",18,63,206
"7015",83,63,30
"7016",127,115,18
"7017",104,115,2
"7018",35,63,106
"7019",33,115,2
"7020",42,159,86
"7021",21,159,84
"7022",27,63,60
"7023",26,195,8
"7024",142,63,18
"7025",94,63,16
"7026",94,115,4
"7027",81,115,4
"7028",67,63,12
"7029",81,159,14
"7030",152,195,2
"7031",27,153,18
"7032",32,153,32
"7033",58,178,3
"7034",77,63,6
"7035",21,195,206
"7036",174,195,2
"7037",174,159,2
"7038",35,34,14
"7039",72,159,36
"7040",40,115,272
"7041",30,153,94
"7042",58,63,388
"7043",81,178,2
"7044",21,153,132
"7045",66,195,18
"7046",118,195,100
"7047",86,63,16
"7048",21,234,14
"7049",147,195,4
"7050",53,178,14
"7051",18,34,8
"7052",72,195,32
"7053",43,178,32
"7054",73,178,2
