"","unique.base.edge.","source","target","f2005","f2006","f2007","f2008","f2009","f2010","f2011","f2012","f2013","f2014","f2015","w2005","w2006","w2007","w2008","w2009","w2010","w2011","w2012","w2013","w2014","w2015","f_tot"
"108","AT-ZA","AT","ZA",14,30,36,22,28,30,18,12,22,14,10,8.68648011416517e-05,0.00019739439399921,0.00022660464413629,0.00013400090146061,0.000174709545380804,0.000184179022009393,0.000110216452867159,6.41255150080424e-05,0.00012615763970525,8.54189800973776e-05,7.67506830810794e-05,236
"109","AR-IT","AR","IT",44,58,40,44,38,26,42,48,38,26,42,0.000273003660730905,0.000381629161731807,0.000251782937929211,0.00026800180292122,0.000237105811588235,0.000159621819074807,0.000257171723356703,0.00025650206003217,0.000217908650399977,0.000158635248752273,0.000322352868940534,446
"110","AR-SG","AR","SG",16,14,20,8,4,6,2,2,4,0,0,9.92740584476019e-05,9.21173838662982e-05,0.000125891468964606,4.87276005311308e-05,2.49585064829721e-05,3.68358044018786e-05,1.22462725407954e-05,1.06875858346737e-05,2.29377526736818e-05,0,0,76
"111","AT-IT","AT","IT",2,0,0,0,0,0,4,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,2.44925450815908e-05,0,0,0,0,6
"112","AT-NG","AT","NG",4,2,2,4,0,0,0,0,0,0,0,2.48185146119005e-05,1.3159626266614e-05,1.25891468964606e-05,2.43638002655654e-05,0,0,0,0,0,0,0,12
"113","AR-DK","AR","DK",12,8,16,16,4,4,8,4,4,2,2,7.44555438357014e-05,5.26385050664561e-05,0.000100713175171684,9.74552010622617e-05,2.49585064829721e-05,2.45572029345858e-05,4.89850901631816e-05,2.13751716693475e-05,2.29377526736818e-05,1.22027114424825e-05,1.53501366162159e-05,80
"114","AR-EE","AR","EE",8,0,0,0,0,0,2,0,0,0,0,4.9637029223801e-05,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,10
"115","AR-FR","AR","FR",32,38,36,30,32,24,40,26,16,12,16,0.000198548116895204,0.000250032899065667,0.00022660464413629,0.000182728501991741,0.000199668051863776,0.000147343217607515,0.000244925450815908,0.000138938615850759,9.17510106947272e-05,7.32162686548951e-05,0.000122801092929727,302
"116","AR-KR","AR","KR",3,3,3,1,9,2,3,7,6,1,3,1.86138859589254e-05,1.9739439399921e-05,1.88837203446908e-05,6.09095006639136e-06,5.61566395866871e-05,1.22786014672929e-05,1.83694088111931e-05,3.74065504213581e-05,3.44066290105227e-05,6.10135572124126e-06,2.30252049243238e-05,41
"117","AR-TW","AR","TW",44,6,0,2,0,4,0,4,0,0,0,0.000273003660730905,3.94788787998421e-05,0,1.21819001327827e-05,0,2.45572029345858e-05,0,2.13751716693475e-05,0,0,0,60
"118","AU-CA","AU","CA",40,174,128,182,322,200,168,306,180,6,6,0.000248185146119005,0.00114488748519542,0.000805705401373476,0.00110855291208323,0.00200915977187925,0.00122786014672929,0.00102868689342681,0.00163520063270508,0.00103219887031568,3.66081343274476e-05,4.60504098486476e-05,1712
"119","AU-ZA","AU","ZA",14,58,260,174,146,222,100,160,80,4,0,8.68648011416517e-05,0.000381629161731807,0.00163658909653987,0.0010598253115521,0.00091098548662848,0.00136292476286951,0.00061231362703977,0.000855006866773899,0.000458755053473636,2.4405422884965e-05,0,1218
"120","AU-SK","AU","SK",4,0,8,30,24,0,2,0,0,10,12,2.48185146119005e-05,0,5.03565875858422e-05,0.000182728501991741,0.000149751038897832,0,1.22462725407954e-05,0,0,6.10135572124126e-05,9.21008196972953e-05,90
"121","AR-AE","AR","AE",10,14,12,10,0,12,10,6,2,0,0,6.20462865297512e-05,9.21173838662982e-05,7.55348813787634e-05,6.09095006639136e-05,0,7.36716088037573e-05,6.1231362703977e-05,3.20627575040212e-05,1.14688763368409e-05,0,0,76
"122","AR-AU","AR","AU",6,6,8,54,8,22,14,18,12,0,4,3.72277719178507e-05,3.94788787998421e-05,5.03565875858422e-05,0.000328911303585133,4.99170129659441e-05,0.000135064616140222,8.57239077855678e-05,9.61882725120636e-05,6.88132580210454e-05,0,3.07002732324318e-05,152
"123","AR-HK","AR","HK",14,16,26,8,8,10,12,12,12,12,2,8.68648011416517e-05,0.000105277010132912,0.000163658909653987,4.87276005311308e-05,4.99170129659441e-05,6.13930073364644e-05,7.34776352447724e-05,6.41255150080424e-05,6.88132580210454e-05,7.32162686548951e-05,1.53501366162159e-05,132
"124","AR-IL","AR","IL",8,2,0,0,0,2,2,0,2,0,0,4.9637029223801e-05,1.3159626266614e-05,0,0,0,1.22786014672929e-05,1.22462725407954e-05,0,1.14688763368409e-05,0,0,16
"125","AR-LT","AR","LT",6,2,2,0,0,4,0,0,2,0,2,3.72277719178507e-05,1.3159626266614e-05,1.25891468964606e-05,0,0,2.45572029345858e-05,0,0,1.14688763368409e-05,0,1.53501366162159e-05,18
"126","AR-RU","AR","RU",8,12,13,8,4,8,10,6,3,0,2,4.9637029223801e-05,7.89577575996842e-05,8.18294548269936e-05,4.87276005311308e-05,2.49585064829721e-05,4.91144058691715e-05,6.1231362703977e-05,3.20627575040212e-05,1.72033145052613e-05,0,1.53501366162159e-05,74
"127","AR-UA","AR","UA",12,2,10,6,0,8,2,0,0,0,2,7.44555438357014e-05,1.3159626266614e-05,6.29457344823028e-05,3.65457003983481e-05,0,4.91144058691715e-05,1.22462725407954e-05,0,0,0,1.53501366162159e-05,42
"128","AR-AT","AR","AT",10,4,10,4,4,2,4,12,10,2,2,6.20462865297512e-05,2.63192525332281e-05,6.29457344823028e-05,2.43638002655654e-05,2.49585064829721e-05,1.22786014672929e-05,2.44925450815908e-05,6.41255150080424e-05,5.73443816842045e-05,1.22027114424825e-05,1.53501366162159e-05,64
"129","AR-BE","AR","BE",8,8,2,38,2,8,6,4,2,0,6,4.9637029223801e-05,5.26385050664561e-05,1.25891468964606e-05,0.000231456102522872,1.2479253241486e-05,4.91144058691715e-05,3.67388176223862e-05,2.13751716693475e-05,1.14688763368409e-05,0,4.60504098486476e-05,84
"130","AR-CN","AR","CN",2,6,6,36,36,64,50,52,38,10,38,1.24092573059502e-05,3.94788787998421e-05,3.77674406893817e-05,0.000219274202390089,0.000224626558346749,0.000392915246953372,0.000306156813519885,0.000277877231701517,0.000217908650399977,6.10135572124126e-05,0.000291652595708102,338
"131","AR-CZ","AR","CZ",10,6,6,8,4,2,2,2,8,8,4,6.20462865297512e-05,3.94788787998421e-05,3.77674406893817e-05,4.87276005311308e-05,2.49585064829721e-05,1.22786014672929e-05,1.22462725407954e-05,1.06875858346737e-05,4.58755053473636e-05,4.88108457699301e-05,3.07002732324318e-05,60
"132","AR-EC","AR","EC",2,0,0,4,2,2,4,2,2,0,2,1.24092573059502e-05,0,0,2.43638002655654e-05,1.2479253241486e-05,1.22786014672929e-05,2.44925450815908e-05,1.06875858346737e-05,1.14688763368409e-05,0,1.53501366162159e-05,20
"133","AR-GR","AR","GR",2,10,6,8,8,0,4,8,0,2,4,1.24092573059502e-05,6.57981313330701e-05,3.77674406893817e-05,4.87276005311308e-05,4.99170129659441e-05,0,2.44925450815908e-05,4.27503433386949e-05,0,1.22027114424825e-05,3.07002732324318e-05,52
"134","AR-LV","AR","LV",6,12,0,0,0,4,0,0,0,2,2,3.72277719178507e-05,7.89577575996842e-05,0,0,0,2.45572029345858e-05,0,0,0,1.22027114424825e-05,1.53501366162159e-05,26
"135","AR-TR","AR","TR",10,22,20,16,16,16,20,26,16,10,14,6.20462865297512e-05,0.000144755888932754,0.000125891468964606,9.74552010622617e-05,9.98340259318882e-05,9.8228811738343e-05,0.000122462725407954,0.000138938615850759,9.17510106947272e-05,6.10135572124126e-05,0.000107450956313511,186
"136","AU-CL","AU","CL",4,2,0,0,2,2,4,2,4,0,0,2.48185146119005e-05,1.3159626266614e-05,0,0,1.2479253241486e-05,1.22786014672929e-05,2.44925450815908e-05,1.06875858346737e-05,2.29377526736818e-05,0,0,20
"137","AU-NO","AU","NO",6,10,32,22,8,12,4,98,6,0,0,3.72277719178507e-05,6.57981313330701e-05,0.000201426350343369,0.00013400090146061,4.99170129659441e-05,7.36716088037573e-05,2.44925450815908e-05,0.000523691705899013,3.44066290105227e-05,0,0,198
"138","AU-SE","AU","SE",16,6,10,14,18,8,12,4,8,44,74,9.92740584476019e-05,3.94788787998421e-05,6.29457344823028e-05,8.5273300929479e-05,0.000112313279173374,4.91144058691715e-05,7.34776352447724e-05,2.13751716693475e-05,4.58755053473636e-05,0.000268459651734615,0.000567955054799988,214
"139","AU-AR","AU","AR",4,0,4,8,0,2,0,8,0,0,0,2.48185146119005e-05,0,2.51782937929211e-05,4.87276005311308e-05,0,1.22786014672929e-05,0,4.27503433386949e-05,0,0,0,26
"140","AU-AT","AU","AT",6,14,10,10,26,10,6,18,88,68,4,3.72277719178507e-05,9.21173838662982e-05,6.29457344823028e-05,6.09095006639136e-05,0.000162230292139318,6.13930073364644e-05,3.67388176223862e-05,9.61882725120636e-05,0.000504630558821,0.000414892189044406,3.07002732324318e-05,260
"141","AU-BR","AU","BR",6,4,2,2,2,2,28,58,34,76,0,3.72277719178507e-05,2.63192525332281e-05,1.25891468964606e-05,1.21819001327827e-05,1.2479253241486e-05,1.22786014672929e-05,0.000171447815571136,0.000309939989205538,0.000194970897726295,0.000463703034814336,0,214
"142","AU-CN","AU","CN",4,10,24,84,36,74,50,84,48,26,80,2.48185146119005e-05,6.57981313330701e-05,0.000151069762757527,0.000511639805576874,0.000224626558346749,0.000454308254289836,0.000306156813519885,0.000448878605056297,0.000275253032084182,0.000158635248752273,0.000614005464648635,520
"143","AU-CO","AU","CO",2,2,2,2,2,16,2,2,2,0,0,1.24092573059502e-05,1.3159626266614e-05,1.25891468964606e-05,1.21819001327827e-05,1.2479253241486e-05,9.8228811738343e-05,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,0,32
"144","AU-CZ","AU","CZ",28,50,4,30,12,72,84,70,48,48,46,0.000173729602283303,0.000328990656665351,2.51782937929211e-05,0.000182728501991741,7.48755194489162e-05,0.000442029652822544,0.000514343446713407,0.000374065504213581,0.000275253032084182,0.00029286507461958,0.000353053142172965,492
"145","AU-DK","AU","DK",36,48,30,30,120,142,4,22,6,98,84,0.000223366631507104,0.000315831030398737,0.000188837203446908,0.000182728501991741,0.000748755194489162,0.000871780704177794,2.44925450815908e-05,0.000117563444181411,3.44066290105227e-05,0.000597932860681643,0.000644705737881067,620
"146","AU-FI","AU","FI",4,14,8,2,10,18,4,16,4,0,0,2.48185146119005e-05,9.21173838662982e-05,5.03565875858422e-05,1.21819001327827e-05,6.23962662074302e-05,0.000110507413205636,2.44925450815908e-05,8.55006866773899e-05,2.29377526736818e-05,0,0,80
"147","AU-FJ","AU","FJ",2,4,2,6,4,4,22,0,6,2,0,1.24092573059502e-05,2.63192525332281e-05,1.25891468964606e-05,3.65457003983481e-05,2.49585064829721e-05,2.45572029345858e-05,0.000134708997948749,0,3.44066290105227e-05,1.22027114424825e-05,0,52
"148","AU-GU","AU","GU",4,0,0,2,2,0,0,2,0,0,0,2.48185146119005e-05,0,0,1.21819001327827e-05,1.2479253241486e-05,0,0,1.06875858346737e-05,0,0,0,10
"149","AU-ID","AU","ID",8,18,78,26,102,48,20,38,40,0,0,4.9637029223801e-05,0.000118436636399526,0.000490976728961962,0.000158364701726175,0.000636441915315788,0.000294686435215029,0.000122462725407954,0.000203064130858801,0.000229377526736818,0,0,378
"150","AU-IE","AU","IE",18,28,16,8,4,18,60,106,60,18,4,0.000111683315753552,0.000184234767732596,0.000100713175171684,4.87276005311308e-05,2.49585064829721e-05,0.000110507413205636,0.000367388176223862,0.000566442049237708,0.000344066290105227,0.000109824402982343,3.07002732324318e-05,340
"151","AU-IN","AU","IN",6,4,4,10,4,4,4,6,6,0,0,3.72277719178507e-05,2.63192525332281e-05,2.51782937929211e-05,6.09095006639136e-05,2.49585064829721e-05,2.45572029345858e-05,2.44925450815908e-05,3.20627575040212e-05,3.44066290105227e-05,0,0,48
"152","AU-JM","AU","JM",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"153","AU-NP","AU","NP",2,2,2,2,0,0,0,0,2,0,0,1.24092573059502e-05,1.3159626266614e-05,1.25891468964606e-05,1.21819001327827e-05,0,0,0,0,1.14688763368409e-05,0,0,10
"154","AU-PG","AU","PG",9,9,6,24,24,6,6,39,6,0,0,5.58416578767761e-05,5.92183181997631e-05,3.77674406893817e-05,0.000146182801593393,0.000149751038897832,3.68358044018786e-05,3.67388176223862e-05,0.000208407923776138,3.44066290105227e-05,0,0,129
"155","AU-PH","AU","PH",15,9,18,84,33,48,9,51,0,0,0,9.30694297946268e-05,5.92183181997631e-05,0.000113302322068145,0.000511639805576874,0.000205907678484519,0.000294686435215029,5.51082264335793e-05,0.00027253343878418,0,0,0,267
"156","AU-PL","AU","PL",27,9,0,39,63,78,9,18,9,72,3,0.000167524973630328,5.92183181997631e-05,0,0.000237547052589263,0.00039309647710681,0.000478865457224422,5.51082264335793e-05,9.61882725120636e-05,5.1609943515784e-05,0.000439297611929371,2.30252049243238e-05,327
"157","AU-PT","AU","PT",12,9,12,3,0,24,33,33,6,0,0,7.44555438357014e-05,5.92183181997631e-05,7.55348813787634e-05,1.82728501991741e-05,0,0.000147343217607515,0.000202063496923124,0.000176345166272117,3.44066290105227e-05,0,0,132
"158","AU-UM","AU","UM",2,4,0,2,2,0,2,0,0,0,0,1.24092573059502e-05,2.63192525332281e-05,0,1.21819001327827e-05,1.2479253241486e-05,0,1.22462725407954e-05,0,0,0,0,12
"159","AU-VE","AU","VE",2,0,0,0,2,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,1.2479253241486e-05,0,0,0,0,0,0,4
"160","AQ-US","AQ","US",8,10,14,6,20,4,6,18,20,10,8,4.9637029223801e-05,6.57981313330701e-05,8.81240282752239e-05,3.65457003983481e-05,0.00012479253241486,2.45572029345858e-05,3.67388176223862e-05,9.61882725120636e-05,0.000114688763368409,6.10135572124126e-05,6.14005464648635e-05,124
"161","AR-MY","AR","MY",2,0,0,2,4,0,0,2,0,0,4,1.24092573059502e-05,0,0,1.21819001327827e-05,2.49585064829721e-05,0,0,1.06875858346737e-05,0,0,3.07002732324318e-05,14
"162","AR-FI","AR","FI",4,6,10,4,4,4,2,2,2,0,0,2.48185146119005e-05,3.94788787998421e-05,6.29457344823028e-05,2.43638002655654e-05,2.49585064829721e-05,2.45572029345858e-05,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,0,38
"163","AR-HU","AR","HU",4,6,6,8,2,2,2,0,4,0,2,2.48185146119005e-05,3.94788787998421e-05,3.77674406893817e-05,4.87276005311308e-05,1.2479253241486e-05,1.22786014672929e-05,1.22462725407954e-05,0,2.29377526736818e-05,0,1.53501366162159e-05,36
"164","AR-NO","AR","NO",4,4,4,4,2,0,2,4,2,0,2,2.48185146119005e-05,2.63192525332281e-05,2.51782937929211e-05,2.43638002655654e-05,1.2479253241486e-05,0,1.22462725407954e-05,2.13751716693475e-05,1.14688763368409e-05,0,1.53501366162159e-05,28
"165","AR-SE","AR","SE",2,2,2,2,2,2,2,4,4,0,4,1.24092573059502e-05,1.3159626266614e-05,1.25891468964606e-05,1.21819001327827e-05,1.2479253241486e-05,1.22786014672929e-05,1.22462725407954e-05,2.13751716693475e-05,2.29377526736818e-05,0,3.07002732324318e-05,26
"166","AR-SI","AR","SI",2,10,0,2,0,0,0,2,0,0,2,1.24092573059502e-05,6.57981313330701e-05,0,1.21819001327827e-05,0,0,0,1.06875858346737e-05,0,0,1.53501366162159e-05,18
"167","AL-GB","AL","GB",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"168","AU-AU","AU","AU",6,2,12,26,0,0,0,0,0,0,0,3.72277719178507e-05,1.3159626266614e-05,7.55348813787634e-05,0.000158364701726175,0,0,0,0,0,0,0,46
"169","AU-BE","AU","BE",6,12,28,62,12,6,58,46,48,40,50,3.72277719178507e-05,7.89577575996842e-05,0.000176248056550448,0.000377638904116264,7.48755194489162e-05,3.68358044018786e-05,0.000355141903683066,0.000245814474197496,0.000275253032084182,0.00024405422884965,0.000383753415405397,368
"170","AU-IL","AU","IL",4,6,10,8,10,26,0,4,0,0,0,2.48185146119005e-05,3.94788787998421e-05,6.29457344823028e-05,4.87276005311308e-05,6.23962662074302e-05,0.000159621819074807,0,2.13751716693475e-05,0,0,0,68
"171","AR-JO","AR","JO",2,0,0,0,0,0,2,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,4
"172","AR-KW","AR","KW",14,0,0,0,0,0,4,2,4,0,2,8.68648011416517e-05,0,0,0,0,0,2.44925450815908e-05,1.06875858346737e-05,2.29377526736818e-05,0,1.53501366162159e-05,26
"173","AR-PT","AR","PT",21,15,0,18,6,9,0,3,0,0,0,0.000130297201712478,9.86971969996052e-05,0,0.000109637101195044,3.74377597244581e-05,5.52537066028179e-05,0,1.60313787520106e-05,0,0,0,72
"174","DZ-DE","DZ","DE",4,2,6,0,0,0,0,0,0,0,0,2.48185146119005e-05,1.3159626266614e-05,3.77674406893817e-05,0,0,0,0,0,0,0,0,12
"175","AM-US","AM","US",6,10,24,10,4,38,0,24,26,8,4,3.72277719178507e-05,6.57981313330701e-05,0.000151069762757527,6.09095006639136e-05,2.49585064829721e-05,0.000233293427878565,0,0.000128251030016085,0.000149095392378932,4.88108457699301e-05,3.07002732324318e-05,154
"176","AR-NG","AR","NG",4,2,0,0,0,0,0,0,0,0,0,2.48185146119005e-05,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,6
"177","AW-US","AW","US",4,8,16,8,14,10,22,36,6,6,6,2.48185146119005e-05,5.26385050664561e-05,0.000100713175171684,4.87276005311308e-05,8.73547726904022e-05,6.13930073364644e-05,0.000134708997948749,0.000192376545024127,3.44066290105227e-05,3.66081343274476e-05,4.60504098486476e-05,136
"178","AI-PL","AI","PL",3,0,0,0,0,0,0,0,0,0,0,1.86138859589254e-05,0,0,0,0,0,0,0,0,0,0,3
"179","AI-US","AI","US",4,4,4,4,4,0,2,0,0,2,2,2.48185146119005e-05,2.63192525332281e-05,2.51782937929211e-05,2.43638002655654e-05,2.49585064829721e-05,0,1.22462725407954e-05,0,0,1.22027114424825e-05,1.53501366162159e-05,26
"180","AT-AN","AT","AN",4,0,4,0,0,0,0,0,0,0,0,2.48185146119005e-05,0,2.51782937929211e-05,0,0,0,0,0,0,0,0,8
"181","AR-PA","AR","PA",6,9,0,54,12,3,3,3,0,0,3,3.72277719178507e-05,5.92183181997631e-05,0,0.000328911303585133,7.48755194489162e-05,1.84179022009393e-05,1.83694088111931e-05,1.60313787520106e-05,0,0,2.30252049243238e-05,93
"182","AR-TG","AR","TG",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"183","AR-TH","AR","TH",6,22,6,8,0,4,2,2,4,2,10,3.72277719178507e-05,0.000144755888932754,3.77674406893817e-05,4.87276005311308e-05,0,2.45572029345858e-05,1.22462725407954e-05,1.06875858346737e-05,2.29377526736818e-05,1.22027114424825e-05,7.67506830810794e-05,66
"184","AR-BM","AR","BM",2,6,4,0,0,0,0,0,0,0,0,1.24092573059502e-05,3.94788787998421e-05,2.51782937929211e-05,0,0,0,0,0,0,0,0,12
"185","AZ-IT","AZ","IT",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"186","AU-SN","AU","SN",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"187","AT-IR","AT","IR",2,0,4,4,2,4,8,0,2,2,0,1.24092573059502e-05,0,2.51782937929211e-05,2.43638002655654e-05,1.2479253241486e-05,2.45572029345858e-05,4.89850901631816e-05,0,1.14688763368409e-05,1.22027114424825e-05,0,28
"188","AT-KE","AT","KE",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"189","AS-NZ","AS","NZ",2,0,0,2,2,0,0,0,0,0,0,1.24092573059502e-05,0,0,1.21819001327827e-05,1.2479253241486e-05,0,0,0,0,0,0,6
"190","AW-NZ","AW","NZ",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"191","AR-NI","AR","NI",2,0,0,0,0,0,2,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,1.22462725407954e-05,0,0,0,0,4
"192","AR-PR","AR","PR",3,9,0,0,6,0,0,0,3,0,6,1.86138859589254e-05,5.92183181997631e-05,0,0,3.74377597244581e-05,0,0,0,1.72033145052613e-05,0,4.60504098486476e-05,27
"193","AR-SV","AR","SV",2,0,0,0,0,2,6,0,0,0,0,1.24092573059502e-05,0,0,0,0,1.22786014672929e-05,3.67388176223862e-05,0,0,0,0,10
"194","AO-RO","AO","RO",1,0,0,0,0,0,0,0,0,0,0,6.20462865297512e-06,0,0,0,0,0,0,0,0,0,0,1
"195","AL-DE","AL","DE",2,2,2,0,0,2,2,2,0,6,0,1.24092573059502e-05,1.3159626266614e-05,1.25891468964606e-05,0,0,1.22786014672929e-05,1.22462725407954e-05,1.06875858346737e-05,0,3.66081343274476e-05,0,18
"196","AO-HU","AO","HU",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"197","AF-SA","AF","SA",0,8,8,0,0,0,0,0,0,0,0,0,5.26385050664561e-05,5.03565875858422e-05,0,0,0,0,0,0,0,0,16
"198","AT-MK","AT","MK",0,2,0,2,4,8,6,2,4,10,6,0,1.3159626266614e-05,0,1.21819001327827e-05,2.49585064829721e-05,4.91144058691715e-05,3.67388176223862e-05,1.06875858346737e-05,2.29377526736818e-05,6.10135572124126e-05,4.60504098486476e-05,44
"199","DZ-FR","DZ","FR",0,6,0,0,0,0,0,0,0,0,0,0,3.94788787998421e-05,0,0,0,0,0,0,0,0,0,6
"200","AO-DE","AO","DE",0,4,0,0,0,0,0,0,0,0,0,0,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,4
"201","DZ-US","DZ","US",0,2,0,0,0,0,0,0,0,0,0,0,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,2
"202","AT-AD","AT","AD",0,10,16,12,10,10,8,4,6,4,4,0,6.57981313330701e-05,0.000100713175171684,7.30914007966963e-05,6.23962662074302e-05,6.13930073364644e-05,4.89850901631816e-05,2.13751716693475e-05,3.44066290105227e-05,2.4405422884965e-05,3.07002732324318e-05,84
"203","AT-AM","AT","AM",0,2,4,10,12,8,6,6,8,8,4,0,1.3159626266614e-05,2.51782937929211e-05,6.09095006639136e-05,7.48755194489162e-05,4.91144058691715e-05,3.67388176223862e-05,3.20627575040212e-05,4.58755053473636e-05,4.88108457699301e-05,3.07002732324318e-05,68
"204","AT-BA","AT","BA",0,2,4,10,6,10,8,4,2,4,0,0,1.3159626266614e-05,2.51782937929211e-05,6.09095006639136e-05,3.74377597244581e-05,6.13930073364644e-05,4.89850901631816e-05,2.13751716693475e-05,1.14688763368409e-05,2.4405422884965e-05,0,50
